程序,,串行,"StoryBlock(39,true);",,,,,,,,,,
程序,,串行,SetUIMode(0);,,,,,,,,,,
程序,,串行,CanSkip(true);,,,,,,,,,,
程序,,串行,"SetChapter(01,谱线蓝移的七等星)",,,,,,,,,,
程序,,串行,VisionTrigger(false);,,,,,,,,,,
背景,,并行,创建图片,0008I_青朔中学教室_白天.png; bg1;,1;1;0;,0;0;0;0;0;,淡入,,,,,,
UI,,串行,创建图片,BMI边框.png; BMI;,1.5;1.2;0.5;,0;0;0;0;0;,1;1;0;,,,,,,
BGM,,并行,B07-夕暮的漫谈.mp3,循环,70;70;0;,,,,,,,,
SE,,串行,回路启动.ogg,40,,,,,,,,,
UI,,并行,创建图片,sv0151B_新闻网页.png; url2;,1;1;0;,0;825;0;825;0;,1;1;0;,,,,,,
UI,,并行,创建图片,sv0151A_新闻网址.png; url1;,1;1;0;,0;110;0;0;0.3;,1;1;0;,,,,,,
UI,,串行,选中图片,url2,1;1;0;,0;825;0;0;0.8;,1;1;0;,,,,,,
文本,,串行,旁白,0;1;0.5;,,,34,,30,,,,
文本,,串行,旁白,1;1;0;,,真是服了。,34,,30,,,,
文本,点击触发,串行,头像,1;1;0;,竹内 绚音,这都什么破新闻啊。,34,粉_A01_B12_绚音_叹气.png,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,清一色的标题党，而且全都是阴谋论和谣言。,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,估计警方这会儿也在为此头疼不已吧。,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,,34,,30,,,,
SE,,并行,回路关闭.ogg,40,,,,,,,,,
UI,,并行,选中图片,url2,1;1;0;,0;0;0;825;0.8;,1;1;0;,,,,,,
UI,,串行,选中图片,url1,1;1;0;,0;0;0;110;0.3;,1;1;0;,,,,,,
UI,,并行,删除图片,url2,1;1;0;,0;825;0;825;0;,1;1;0;,,,,,,
UI,,并行,删除图片,url1,1;1;0;,0;110;0;110;0;,1;1;0;,,,,,,
文本,,串行,旁白,1;1;0;,,和佐野先生约定停止调查后，已经过去了四天时间。,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,在这四天里，鸦巢公寓谋杀案冲上了Twipo趋势第一，而且网络舆论朝着离谱的方向狂飙不止。,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,人们把鸦巢公寓谋杀案渲染成了一起神秘的灵异事件，各种魔法杀人、邪教仪式的谣言层出不穷。,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,『黑魔法馆』也最终成为了事件的通称。,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,稍微理性一点的声音，虽然不至于去跟风传谣，但也有相当多的人在声讨警方破案不力，质疑官方故意隐瞒真相、包庇已经被捕的犯人。,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,鸦巢公寓的门口每天都被记者围得水泄不通，还好我已经不必去趟这趟浑水了。,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,在案子大热期间中断调查……果然是个正确的决定。,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,四天以来，佐野先生已经适应了幽灵的生活。他现在每天的日程十分规律——白天待在我BMI里上网看书，晚上飞入城市观察普通市民们的生活。,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,我们也尝试过寻找其他能看见幽灵的人，但一无所获。网络上的灵能者大多都是骗小孩的，街头摆摊的占卜师们也无人能看到漂浮在我身边的佐野先生。,34,,30,,,,
文本,点击触发,串行,头像,1;1;0;,竹内 绚音,唉……,34,粉_A01_B12_绚音_叹气.png,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,,34,,30,,,,
背景,,串行,选中图片,bg1,1;1;0;,0;0;0;0;0;,上方擦除,,,,,,
文本,,串行,旁白,1;1;0;,,我无聊地将课本盖在脸上，把头仰过座椅伸了个懒腰。,34,,30,,,,
文本,点击触发,串行,台词,1;1;0;,田中,竹内同学？,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,就在这时，我听到了班上一位名叫田中的同学喊我的声音。,34,,30,,,,
文本,点击触发,串行,旁白,1;1;0;,,,34,,30,,,,
背景,,串行,选中图片,bg1,1;1;0;,0;0;0;0;0;,上方擦入,,,,,,
立绘,,串行,创建图片,D09_男学生.png;student;,2;2;0;,-300;-950;0;-950;0.5;,0;1;0.5;,,241;234;236;,,,,
文本,,串行,头像,1;1;0;,竹内 绚音,哦，是你啊。什么事？,34,粉_A01_A01_绚音_平常.png,30,,,,
文本,点击触发,串行,台词,1;1;0;,田中,那个……竹内同学，昨天商量的事儿，你还记得吗？,34,,30,,,,
文本,点击触发,串行,头像,1;1;0;,竹内 绚音,昨天……？,34,粉_A01_A03_绚音_坏笑.png,30,,,,
文本,点击触发,串行,旁白,1;0;0.5;,,,34,,30,,,,
SE,,串行,回忆转场.ogg,30,,,,,,,,,
镜头,,并行,屏幕闪白; 0.3;,,,,,,,,,,
BGM,,并行,C02-稍话闲暇.mp3,循环,70;70;0;,,,,,,,,
立绘,,串行,选中图片,student,2;2;0;,0;-950;0;-950;0;,1;0;0;,,241;234;236;,,,,
滤镜,,串行,回忆滤镜,,,,,,,,,,
镜头,,串行,闪白恢复; 0.3;,,,,,,,,,,
程序,,串行,wait(0.3);,,,,,,,,,,
SE,,串行,拍桌子02.ogg,70,,,,,,,,,
背景,,串行,选中图片,bg1,1;1;0;,0;0;0;0;0;,,抖动,,,,,
立绘,,串行,选中图片,student,2;2;0;,-400;-950;0;-950;0.5;,0;1;0.5;,,241;234;236;,,,,
文本,,串行,旁白,0;1;0.5;,,,34,,30,,,,
文本,,串行,台词,1;1;0;,田中,拜托了！竹内，帮帮我吧！,34,,30,,,,
文本,点击触发,串行,头像,1;1;0;,竹内 绚音,呃……你有什么事吗？,34,粉_A01_A04_绚音_愣住.png,30,,,,
文本,点击触发,串行,台词,1;1;0;,田中,你那个什么『TakUchill情报屋』，现在接委托吗？,34,,30,,,,
文本,点击触发,串行,头像,1;1;0;,竹内 绚音,接啊，你有事要我帮忙调查吗？,34,粉_A01_A06_绚音_兴奋.png,30,,,,
